Collection,Marketing expense,Production expense,Multiplex coverage,Budget,Movie_length,Lead_ Actor_Rating,Lead_Actress_rating,Director_rating,Producer_rating,Critic_rating,Trailer_views,3D_available,Time_taken,Twitter_hastags,Genre,Avg_age_actors,MPAA_film_rating,Num_multiplex,Start_Tech_Oscar
17600,421.698,91.2,0.3,24264.24,164.7,9.25,9.33,9.26,9.28,7.96,269764,NO,113.52,281.408,Thriller,25,PG,626,0
14400,356.236,91.2,0.3,29313.735,171.6,9.27,9.385,9.19,9.3,6.96,267965,NO,202.88,261.152,Action,36,PG,600,0
21000,507.876,91.2,0.3,25841.86,173.5,9.145,9.32,9.14,9.46,7.96,291349,YES,154.2,301.68,Thriller,34,PG,597,0
14800,471.942,91.2,0.3,27775,163,9.105,9.26,9.115,9.48,7.96,276179,NO,166.96,301.184,Action,54,PG,617,0
20400,306.674,91.2,0.3,27108.4,173.5,9.115,9.315,9.175,9.215,6.96,278464,NO,122.08,201.632,Drama,25,PG,711,0
23000,183.0348,91.2,0.3,29941.45,172.4,9,9.25,9.025,9.265,7.96,369811,NO,120.6,241.84,Action,51,PG,616,0
30200,159.243,91.2,0.3,31735.715,170.5,8.9,9.145,8.885,9.22,6.96,416162,YES,194.04,222.416,Thriller,20,PG,711,1
46400,125.861,91.2,0.3,33613.305,156,8.915,9.045,8.76,8.94,7.96,412194,YES,193.28,203.712,Thriller,53,PG,619,0
19400,251.558,91.2,0.3,27974.98,170.5,9.01,9.125,9.035,9.29,6.96,317358,NO,109.88,281.552,Comedy,51,PG,686,0
27600,192.8952,91.2,0.307,34402.115,166.1,9.055,9.17,8.955,9.235,7.96,437541,NO,181.52,282.208,Thriller,55,PG,628,0
25400,287.196,91.2,0.307,32702.285,168.2,9.005,9.23,8.97,9.23,7.96,420044,NO,135.08,302.032,Comedy,40,PG,654,0
26200,194.335,91.2,0.307,35946.405,172.3,8.98,9.26,9.085,9.225,7.96,424127,NO,115.24,302.096,Action,29,PG,712,1
25000,137.441,91.2,0.307,35579.775,169.5,9.115,9.18,9.1,9.255,6.96,390048,YES,109,222,Thriller,24,PG,685,1
17000,173.4404,91.2,0.307,31924.585,172.4,9.135,9.23,9.125,9.24,6.96,384688,NO,185.4,281.36,Comedy,22,PG,663,1
10000,787.036,91.2,0.307,30291.415,173.5,9.215,9.37,9.105,9.33,6.96,291101,NO,186,260.8,Drama,26,PG,653,0
12600,218.331,91.2,0.307,32507.86,151.3,9.15,9.38,9.14,9.33,6.96,270691,NO,134.52,281.008,Thriller,42,PG,613,1
11200,520.922,91.2,0.307,33257.785,173.5,9.135,9.31,9.04,9.335,7.96,308973,YES,184.24,220.896,Drama,30,PG,618,1
14400,304.724,91.2,0.307,35235.365,173.5,9.12,9.33,9.095,9.305,7.96,374897,YES,146.88,201.152,Comedy,50,PG,703,1
24200,211.9142,91.2,0.307,35574.22,173.5,9.17,9.32,9.115,9.12,7.96,359036,NO,108.84,281.936,Thriller,42,PG,689,1
16600,516.034,91.2,0.307,29713.695,169.5,9.125,9.31,9.06,9.1,6.96,384237,YES,,301.328,Thriller,40,PG,677,1
17000,850.584,91.2,0.307,30724.705,158.9,9.05,9.22,9.185,9.33,7.96,312011,NO,169.4,221.36,Comedy,56,PG,615,1
10000,1378.416,91.2,0.307,31569.065,173.5,9.235,9.405,9.28,9.23,6.96,342621,YES,146,280.8,Thriller,38,PG,654,1
23800,434.324,91.2,0.341,22986.59,173.5,9.27,9.495,9.3,9.58,6.96,352670,YES,170.76,281.904,Thriller,53,PG,620,1
55800,259.022,91.2,0.341,31152.44,173.5,9.27,9.46,9.305,9.39,7.96,434373,YES,133.16,264.464,Thriller,26,PG,672,0
34400,168.0778,91.2,0.403,31202.435,171.4,9.235,9.325,9.215,9.315,6.96,316479,NO,128.88,242.752,Thriller,25,PG,528,0
55000,308.766,91.2,0.403,38062.86,173.5,9.24,9.36,9.26,9.21,6.96,399184,YES,153,284.4,Drama,57,PG,566,0
30000,1042.716,91.2,0.403,31980.135,173.5,9.155,9.34,9.21,9.47,6.96,474055,NO,192,222.4,Thriller,52,PG,617,1
34400,301.014,91.2,0.403,36979.635,173.5,9.22,9.295,9.17,9.26,7.96,353054,NO,192.88,282.752,Comedy,44,PG,552,0
35800,396.22,91.2,0.403,25708.54,173.5,9.115,9.23,9.11,9.435,7.96,233720,NO,167.16,302.864,Comedy,40,PG,587,0
32600,593.116,91.2,0.403,28636.025,173.5,9.08,9.315,9.195,9.235,7.96,375488,NO,132.52,282.608,Thriller,58,PG,559,0
14000,934.922,91.2,0.307,25103.045,173.5,9.13,9.25,9.05,9.255,7.96,212912,YES,120.8,241.12,Thriller,40,PG,693,0
14400,381.692,91.2,0.321,35740.87,173.5,9.06,9.125,9.08,9.065,6.96,302506,NO,172.88,221.152,Comedy,59,PG,588,0
15000,236.684,91.2,0.321,37674.01,164.3,9.05,9.23,8.98,9.1,7.96,335532,YES,,201.2,Thriller,35,PG,647,1
20800,538.812,91.2,0.321,29463.72,162.6,9.135,9.305,9.095,9.165,6.96,302776,YES,172.16,301.664,Action,60,PG,589,0
17600,1490.682,91.2,0.321,33091.135,173.5,9.02,9.155,9.075,9.15,7.96,383325,NO,169.52,241.408,Comedy,52,PG,680,0
16800,256.246,91.2,0.282,37907.32,150,8.975,9.105,8.96,9.375,7.96,362317,NO,119.36,261.344,Comedy,26,PG,633,1
33400,241.748,91.2,0.282,35613.105,173.5,9.035,9.095,9.06,9.095,6.96,431269,YES,120.68,262.672,Action,48,PG,649,0
28400,160.4518,91.2,0.282,33363.33,168.8,9.01,9.215,9.06,8.965,7.96,434982,NO,165.68,202.272,Comedy,29,PG,756,1
41600,260.964,91.2,0.386,31374.64,161.1,8.935,9.03,8.9,9.23,7.96,455145,NO,178.32,223.328,Comedy,36,PG,581,1
26800,161.0084,91.2,0.386,33902.165,158.6,8.96,9.1,8.83,9.065,7.96,340669,NO,165.36,1622.4,Drama,29,PG,634,0
23400,195.8424,91.2,0.416,30913.575,144.1,8.87,9.005,8.81,9.185,6.96,398327,NO,156.68,221.872,Comedy,57,PG,638,1
16600,337.206,91.2,0.321,32752.28,168.9,8.925,9.145,9.015,9.095,7.96,349335,YES,111.32,301.328,Drama,51,PG,674,0
20400,264.944,91.2,0.416,32424.535,133.2,8.865,9.165,8.905,9.07,6.96,401981,NO,182.08,281.632,Comedy,33,PG,558,1
21800,773.238,91.2,0.321,34452.11,152.2,8.965,9.17,8.94,9.2,7.96,439565,NO,150.36,221.744,Drama,42,PG,663,1
22000,167.3422,91.2,0.321,34402.115,151.6,8.94,9.07,9.005,9.11,7.96,356325,YES,170.4,241.76,Thriller,45,PG,679,1
19000,206.7778,91.2,0.321,35440.9,169.1,9.01,9.155,8.935,8.965,7.96,354854,YES,175.8,241.52,Comedy,52,PG,641,0
29000,189.8426,91.2,0.416,35263.14,159.6,8.86,9.105,8.92,9.005,6.96,416738,NO,181.8,222.32,Thriller,53,PG,637,1
28200,221.246,91.2,0.416,37957.315,167.8,8.95,9.055,8.865,8.955,7.96,388831,YES,133.64,282.256,Drama,29,PG,547,1
32200,148.881,91.2,0.416,35690.875,148.3,8.8,9.04,8.83,8.93,7.96,458882,YES,174.44,202.576,Comedy,42,PG,538,1
28600,131.6214,91.2,0.287,35751.98,161.4,8.83,8.885,8.8,8.85,7.96,418275,NO,123.72,202.288,Action,46,PG,615,0
23400,298.268,91.2,0.287,34485.44,168.5,8.78,8.955,8.845,8.975,7.96,420282,NO,156.68,221.872,Comedy,37,PG,749,1
26800,243.208,91.2,0.26,36824.095,168.1,8.925,9.015,8.93,8.88,7.96,338798,NO,203.36,242.144,Action,46,PG,769,0
19200,308.416,91.2,0.26,35890.855,166.8,8.84,9.09,8.945,9.125,6.96,404986,YES,121.84,201.536,Thriller,57,PG,702,0
16400,323.544,91.2,0.26,34174.36,173.5,8.995,9.07,9.015,9.095,6.96,321678,NO,197.28,221.312,Comedy,60,PG,674,1
16800,293.562,91.2,0.26,32968.925,161.4,9.075,9.195,9.065,9.025,6.96,257073,YES,191.36,281.344,Comedy,57,PG,712,0
25600,207.8126,91.2,0.26,31257.985,167.4,9.065,9.14,8.995,9.165,6.96,334563,YES,169.12,302.048,Comedy,50,PG,731,0
21000,461.022,91.2,0.26,32318.99,165.9,8.985,9.17,9.02,9.095,7.96,360183,NO,,241.68,Comedy,38,PG,753,1
34200,214.4836,91.2,0.26,35585.33,170.7,8.835,9.015,8.92,9.095,6.96,373307,YES,184.84,302.736,Action,58,PG,775,0
29600,133.3274,91.2,0.26,34546.545,173.5,8.96,9.015,8.985,9.03,7.96,393382,NO,141.92,282.368,Thriller,54,PG,772,0
30800,219.3308,91.2,0.26,36024.175,173.5,8.855,9.1,8.9,9.19,6.96,387633,NO,132.16,282.464,Thriller,21,PG,670,1
21600,276.046,91.2,0.26,32518.97,170.1,9.035,9.105,8.965,9.1,7.96,346747,NO,110.32,241.728,Action,34,PG,654,0
23600,233.436,91.2,0.26,35879.745,168.3,8.9,9.15,8.995,8.98,6.96,342695,YES,106.72,241.888,Thriller,28,PG,762,1
29800,145.7614,91.2,0.26,35224.255,169.9,8.885,8.98,8.89,9.105,7.96,401882,NO,203.96,302.384,Comedy,41,PG,707,0
25200,218.497,91.2,0.26,34724.305,170.1,8.745,8.995,8.885,8.98,7.96,397006,YES,195.04,222.016,Comedy,37,PG,650,1
28200,206.5818,91.2,0.287,34357.675,172.2,8.785,8.9,8.815,8.98,6.96,416481,YES,181.64,262.256,Comedy,52,PG,680,0
26000,170.5202,91.2,0.287,35646.435,171.8,8.75,8.945,8.905,9.03,6.96,400065,YES,161.2,242.08,Comedy,27,PG,735,0
26800,154.3544,91.2,0.287,37490.695,166.1,8.8,8.945,8.815,8.8,7.96,401512,YES,181.36,262.144,Drama,59,PG,614,1
30400,128.8228,91.2,0.287,36968.525,171.7,8.745,8.885,8.675,8.985,6.96,390279,YES,162.08,222.432,Comedy,41,PG,614,0
32200,121.8034,91.2,0.287,34979.835,165.3,8.76,8.87,8.815,8.82,7.96,411619,NO,134.44,302.576,Comedy,21,PG,646,1
35600,184.9618,91.2,0.287,41068.115,172.8,8.615,8.845,8.68,8.955,6.96,407077,YES,119.12,222.848,Thriller,42,PG,692,1
28800,210.2726,91.2,0.287,37374.04,167.6,8.75,8.9,8.625,8.73,6.96,402950,NO,117.76,282.304,Thriller,34,PG,661,1
28200,115.0474,91.2,0.287,36246.375,160,8.695,8.79,8.63,9.015,6.96,408819,NO,155.64,282.256,Thriller,36,PG,620,0
25400,113.3766,91.2,0.287,33196.68,161.4,8.675,8.85,8.61,8.705,6.96,369607,NO,143.08,302.032,Thriller,31,PG,638,0
27000,184.0116,91.2,0.287,32974.48,153.8,8.57,8.755,8.595,8.52,7.96,402267,NO,177.4,262.16,Comedy,46,PG,749,1
29800,175.0446,91.2,0.287,35002.055,157.2,8.45,8.715,8.59,8.675,7.96,425095,NO,111.96,302.384,Thriller,39,PG,650,1
40000,156.0234,91.2,0.287,33779.955,157.9,8.63,8.76,8.6,8.575,7.96,438369,YES,108,283.2,Drama,27,PG,727,0
32800,116.2426,91.2,0.287,37224.055,163.5,8.55,8.81,8.685,8.76,7.96,401242,YES,188.56,242.624,Thriller,29,PG,609,1
35400,93.8622,91.2,0.287,35418.68,161.9,8.59,8.885,8.705,8.69,7.96,416540,YES,197.08,262.832,Comedy,24,PG,630,1
39000,153.0984,91.2,0.287,35090.935,156.5,8.48,8.785,8.6,8.665,7.96,455177,NO,117.8,303.12,Thriller,22,PG,708,0
40400,136.423,91.2,0.287,36179.715,163.4,8.47,8.695,8.58,8.65,6.96,474433,YES,176.08,303.232,Comedy,30,PG,752,0
42800,176.7864,91.2,0.345,34490.995,138.9,8.42,8.56,8.45,8.64,7.96,456948,NO,156.56,223.424,Action,55,PG,577,1
39800,83.272,91.2,0.345,31991.245,121.7,8.37,8.595,8.365,8.54,6.96,431316,NO,199.96,243.184,Comedy,43,PG,660,0
38000,95.4996,91.2,0.345,33063.36,158.2,8.435,8.73,8.46,8.63,7.96,389121,YES,167.6,203.04,Comedy,21,PG,572,1
38200,108.4456,91.2,0.416,33346.665,168,8.68,8.895,8.575,8.77,7.96,354464,NO,189.64,263.056,Action,21,PG,506,0
38200,331.514,91.2,0.42,32918.93,144.5,8.52,8.55,8.44,8.67,6.96,383739,NO,117.64,303.056,Comedy,28,PG,494,0
40200,281.502,91.2,0.42,31735.715,130.2,8.49,8.705,8.44,8.715,6.96,437878,NO,126.04,263.216,Comedy,27,PG,512,1
39800,106.9758,91.2,0.42,34257.685,157.5,8.39,8.515,8.47,8.555,7.96,399291,NO,111.96,243.184,Thriller,36,PG,638,1
39200,100.7682,91.2,0.468,34602.095,164.2,8.36,8.605,8.415,8.425,6.96,455983,YES,173.84,263.136,Action,52,PG,475,0
46400,91.3736,91.2,0.42,35757.535,148.5,8.48,8.685,8.495,8.55,7.96,421532,YES,169.28,303.712,Action,39,PG,635,0
59600,112.9378,91.2,0.386,38773.9,141.1,8.615,8.825,8.73,8.765,6.96,469624,YES,147.92,304.768,Action,56,PG,630,0
27600,181.1158,91.2,0.416,30146.985,168.9,8.695,8.835,8.72,8.895,7.96,418266,NO,181.52,222.208,Action,47,PG,498,0
26600,147.8624,91.2,0.416,34229.91,170.9,8.75,8.915,8.75,9.175,7.96,348948,YES,181.32,222.128,Drama,27,PG,631,0
33400,117.4282,91.2,0.386,36018.62,167.1,8.71,8.85,8.76,9.075,7.96,373575,YES,122.68,282.672,Thriller,22,PG,567,1
24000,320.468,91.2,0.386,29463.72,170.8,8.86,9.005,8.795,9.135,6.96,340338,NO,186.8,301.92,Drama,39,PG,620,0
29200,224.66,91.2,0.386,34357.675,170.2,8.855,9.01,8.82,8.975,7.96,382809,YES,105.84,302.336,Drama,60,PG,653,0
42800,306.674,91.2,0.386,34602.095,161.5,8.865,9.09,8.96,9.185,6.96,457225,NO,122.56,203.424,Thriller,32,PG,632,1
46000,136.4802,91.2,0.468,34674.31,138.2,8.26,8.31,8.14,8.445,6.96,471764,NO,171.2,263.68,Thriller,22,PG,461,0
47400,134.1636,91.2,0.468,37496.25,148.4,8.28,8.37,8.31,8.38,7.96,488266,NO,139.48,303.792,Comedy,46,PG,470,1
50000,134.6232,91.2,0.468,39223.855,150.5,8.165,8.335,8.27,8.41,6.96,517077,NO,110,224,Drama,29,PG,584,0
43600,76.3676,91.2,0.468,32007.91,113.8,7.795,8.055,7.875,8.075,7.96,481869,NO,192.72,283.488,Action,57,PG,483,1
41200,67.5714,91.2,0.417,32613.405,115.4,8.035,8.22,8.115,8.185,7.96,438045,YES,162.24,243.296,Drama,31,PG,609,0
42400,93.4734,91.2,0.417,35063.16,125.4,7.985,8.075,7.965,7.995,7.96,465487,NO,180.48,263.392,Action,51,PG,500,0
38200,133.835,91.2,0.417,33963.27,153.3,8.225,8.33,8.12,8.235,6.96,435929,YES,171.64,243.056,Comedy,57,PG,596,0
41200,116.7134,91.2,0.417,32802.275,126.7,8.32,8.575,8.42,8.385,6.96,451515,NO,168.24,223.296,Comedy,44,PG,621,1
30400,23.0172,110.48,0.391,30296.97,166.2,8.95,9.215,9.02,9.175,7.98,411264,NO,120.08,282.432,Comedy,28,PG,605,0
14000,23.6674,110.48,0.391,30074.77,171.8,8.96,9.235,9.03,9.26,6.98,351221,NO,196.8,301.12,Comedy,29,PG,659,1
16200,24.1492,110.48,0.391,28291.615,171.5,9.015,9.2,9.025,9.115,7.98,286130,YES,183.24,201.296,Action,49,PG,628,1
27200,22.1148,110.48,0.391,33235.565,172.3,9.02,9.155,8.97,9.12,6.98,382738,NO,141.44,282.176,Comedy,47,PG,563,1
40200,22.2264,110.48,0.391,33235.565,157,8.875,9.09,8.94,8.88,6.98,434825,YES,178.04,263.216,Thriller,57,PG,623,1
43600,23.4662,74.38,0.415,31702.385,127.5,8.65,8.865,8.79,8.93,8.16,441556,YES,118.72,283.488,Thriller,31,PG,581,1
49000,25.5914,74.38,0.415,32918.93,116.1,8.725,8.93,8.805,8.78,7.16,462430,YES,175.8,223.92,Thriller,47,PG,546,1
46200,23.5798,74.38,0.415,31496.85,102.3,8.46,8.755,8.465,8.72,8.16,394787,NO,169.24,283.696,Action,55,PG,556,0
39400,25.792,74.38,0.415,29941.45,146.4,8.57,8.695,8.51,8.63,7.16,380129,NO,,243.152,Thriller,44,PG,611,0
36600,25.3676,74.38,0.415,32185.67,144.1,8.48,8.705,8.47,8.56,7.16,426044,YES,107.32,282.928,Drama,55,PG,580,0
42400,24.7824,74.38,0.415,33435.545,138.8,8.66,8.875,8.71,8.94,7.16,450933,YES,116.48,283.392,Thriller,32,PG,546,0
35000,23.5566,74.38,0.415,30935.795,147,8.77,8.805,8.755,8.87,7.16,414921,NO,197,282.8,Drama,47,PG,635,1
33600,24.4876,74.38,0.415,33479.985,153.2,8.68,8.765,8.59,8.97,7.16,442908,NO,124.72,282.688,Drama,54,PG,525,0
44800,21.2526,78.86,0.427,36624.115,142.6,8.68,8.775,8.62,8.97,6.8,492480,NO,186.96,243.584,Action,27,PG,561,1
41200,20.9054,78.86,0.427,33996.6,150.2,8.78,8.945,8.77,8.93,7.8,482875,YES,132.24,263.296,Action,20,PG,600,1
47800,21.2152,78.86,0.427,38751.68,164.5,8.83,8.97,8.855,9.01,7.8,532239,NO,109.56,243.824,Comedy,31,PG,576,1
44000,22.1918,78.86,0.427,37740.67,162.8,8.73,8.845,8.8,8.845,6.8,496077,YES,158.8,303.52,Comedy,47,PG,607,1
38000,20.9482,78.86,0.427,33496.65,154.3,8.64,8.88,8.68,8.79,6.8,518438,YES,205.6,203.04,Comedy,45,PG,604,1
